id;part_type;producer;price;FK_id_repair
2797;Crankshaft position sensor;Beck/Arnley;50;2355
2798;Control arm;Dorman;50;2362
2799;Fuel pump;Delphi;150;2375
2800;Clutch kit;Exedy;200;2355
2801;Spark plugs;NGK;25;2357
2802;Exhaust manifold;Dorman;100;2357
2803;Serpentine belt;Gates;75;2360
2804;Wheel lug nuts;Dorman;25;2370
2805;Water pump;Airtex;200;2371
2806;Transmission pan gasket;Fel-Pro;25;2375
2807;CV joint;GSP;100;2382
2808;Control arm;Moog;150;2362
2809;Water pump;Airtex;200;2371
2810;Ignition control module;ACDelco;50;2372
2811;Oil change;Mobil 1;150;2373
2812;Ignition switch;Standard Motor Products;25;2379
2813;EGR valve gasket;Fel-Pro;25;2387
2814;Catalytic converter;MagnaFlow;300;2378
2815;Air filter;Fram;50;2396
2816;Ignition switch;Standard Motor Products;25;2400
2817;Brake fluid flush;Castrol;100;2368
2818;Blower motor;TYC;75;2370
2819;Transmission fluid change;Valvoline;200;2380
2820;Wheel alignment;-;400;2380
2821;Drive belt;Gates;25;2389
2822;Transmission shift cable;Pioneer Cables;50;2392
2823;Brake pads;Brembo;200;2400
2824;Control arm;Dorman;50;2372
2825;Transmission shift solenoid;Rostra;75;2374
2826;Transmission fluid cooler;Hayden;50;2379
2827;Wheel bearing;SKF;50;2381
2828;Control arm;Moog;75;2387
2829;Windshield wipers;Rain-X;50;2388
2830;Shock absorber;KYB;75;2388
2831;Wheel lug nuts;Dorman;25;2392
2832;Axle shaft;A1 Cardone;100;2399
2833;Serpentine belt;Gates;75;2401
2834;Fuel tank;Spectra Premium;200;2402
2835;Engine control module;A1 Cardone;200;2407
2836;Clutch kit;Exedy;200;2410
2837;Transmission mount;Westar;25;2387
2838;Transmission shift solenoid;Rostra;75;2394
2839;Brake caliper;Cardone;50;2403
2840;Battery;AC Delco;350;2382
2841;Axle shaft;A1 Cardone;100;2390
2842;Windshield wipers;Rain-X;50;2393
2843;Axle shaft;A1 Cardone;100;2394
2844;Fuel injector;Bosch;100;2395
2845;Brake master cylinder;Centric;100;2401
2846;Wheel lug nuts;Dorman;25;2404
2847;Transmission pan gasket;Fel-Pro;25;2408
2848;Spark plugs;NGK;25;2408
2849;Wheel bearing;SKF;50;2415
2850;Fuel tank filler neck;Dorman;50;2416
2851;Ignition switch;ACDelco;50;2419
2852;Ignition coil;Bosch;50;2420
2853;Control arm;Dorman;50;2395
2854;Windshield wipers;Rain-X;50;2398
2855;Brake rotor;Centric;100;2412
2856;Fuel tank;Spectra Premium;200;2417
2857;Transmission mount;Anchor;50;2396
2858;PCV valve;Standard Motor Products;25;2397
2859;Brake caliper;Cardone;50;2403
2860;Wheel lug nuts;Dorman;25;2428
2861;Ignition coil;Bosch;50;2397
2862;PCV valve;Standard Motor Products;25;2398
2863;Tie rod end;Mevotech;50;2406
2864;Ignition coil;Bosch;50;2423
2865;EGR valve;Standard Motor Products;50;2435
2866;Ignition switch;ACDelco;50;2401
2867;Transmission mount;Westar;25;2406
2868;Engine mount;DEA;50;2411
2869;EGR valve;ACDelco;75;2415
2870;Muffler;Walker;100;2420
2871;Engine mount;DEA;50;2408
2872;EGR valve;ACDelco;75;2410
2873;Ignition coil;Delphi;100;2415
2874;Ball joint;Moog;50;2437
2875;Radiator;Denso;350;2445
2876;Fuel injector;Bosch;100;2411
2877;Control arm bushing;Dorman;25;2412
2878;Ignition switch;Standard Motor Products;25;2440
2879;Exhaust hanger;Walker;25;2444
2880;EGR valve;ACDelco;75;2449
2881;Control arm bushing;Dorman;25;2422
2882;Ignition switch;ACDelco;50;2422
2883;PCV valve;Standard Motor Products;25;2426
2884;Brake master cylinder;Centric;100;2427
2885;Mass airflow sensor;Spectra Premium;150;2431
2886;Engine oil cooler;Dorman;75;2449
2887;Battery;AC Delco;350;2425
2888;Wheel lug nuts;Dorman;25;2428
2889;Transmission control module;ACDelco;200;2434
2890;Brake fluid flush;Castrol;100;2434
2891;Exhaust hanger;Walker;25;2435
2892;Transmission shift cable;Pioneer Cables;50;2437
2893;Axle shaft;A1 Cardone;100;2443
2894;Headlight assembly;TYC;100;2448
2895;Power steering hose;Gates;100;2453
2896;Clutch kit;Exedy;200;2454
2897;Exhaust manifold;Dorman;100;2432
2898;Brake pads;Brembo;200;2439
2899;EGR valve;Standard Motor Products;50;2445
2900;Ignition switch;ACDelco;50;2451
2901;Exhaust hanger;Walker;25;2456
2902;Ball joint;Moog;50;2458
2903;Air filter;Fram;50;2431
2904;Transmission fluid change;Valvoline;200;2432
2905;Axle shaft;A1 Cardone;100;2442
2906;Fuel filter;Wix;50;2442
2907;Tire rotation;-;100;2439
2908;Suspension strut;Monroe;200;2439
2909;Wheel hub assembly;Timken;200;2456
2910;Ignition coil;Delphi;100;2459
2911;Transmission mount;Anchor;50;2467
2912;Engine oil cooler;Dorman;75;2467
2913;Exhaust hanger;Walker;25;2470
2914;Control arm bushing;Dorman;25;2442
2915;MAP sensor;Standard Motor Products;50;2446
2916;Water pump;Airtex;200;2470
2917;PCV valve;Standard Motor Products;25;2475
2918;Water pump;Airtex;200;2477
2919;Headlight bulb;Philips;25;2451
2920;Control arm bushing;Febi;50;2454
2921;Catalytic converter;MagnaFlow;300;2466
2922;CV joint;GSP;100;2469
2923;Camshaft position sensor;Dorman;100;2471
2924;Transmission pan gasket;Fel-Pro;25;2478
2925;Serpentine belt;Gates;75;2479
2926;Ignition coil;Bosch;50;2480
2927;Transmission speed sensor;ACDelco;25;2481
2928;Thermostat;Stant;50;2464
2929;Air filter;Fram;50;2466
2930;Water pump;Airtex;200;2467
2931;Axle shaft;A1 Cardone;100;2468
2932;Brake rotor;Centric;100;2476
2933;Transmission speed sensor;ACDelco;25;2481
2934;Clutch kit;Exedy;200;2457
2935;Thermostat;Stant;50;2463
2936;Windshield wipers;Rain-X;50;2473
2937;Fuel pump;Delphi;150;2475
2938;Headlight bulb;Philips;25;2479
2939;Windshield wipers;Rain-X;50;2482
2940;Spark plugs;NGK;25;2462
2941;Shock absorber;KYB;75;2469
2942;Fuel pressure regulator;Delphi;25;2470
2943;Oxygen sensor;Bosch;150;2474
2944;Transmission fluid change;Valvoline;200;2485
2945;Suspension strut;Monroe;200;2497
2946;Ignition switch;ACDelco;50;2498
2947;Transmission mount;Westar;25;2490
2948;Transmission shift solenoid;Rostra;75;2492
2949;Transmission mount;Anchor;50;2500
2950;Radiator;Denso;350;2473
2951;Drive belt;Gates;25;2473
2952;Exhaust manifold;Dorman;100;2482
2953;Wheel cylinder;Raybestos;50;2493
2954;Shock absorber;KYB;75;2494
2955;Radiator;Denso;350;2504
2956;Axle shaft;A1 Cardone;100;2505
2957;Wheel hub assembly;Timken;200;2476
2958;Catalytic converter;MagnaFlow;300;2476
2959;Ignition coil;Bosch;50;2478
2960;Wheel lug nuts;Dorman;25;2488
2961;Radiator fan assembly;TYC;100;2495
2962;Fuel pump;Delphi;150;2484
2963;MAP sensor;Standard Motor Products;50;2485
2964;Fuel injector;Bosch;100;2486
2965;Wheel lug nuts;Dorman;25;2486
2966;Engine control module;A1 Cardone;200;2492
2967;Ball joint;Moog;50;2500
2968;Ball joint;Moog;50;2484
2969;Engine oil cooler;Dorman;75;2485
2970;Transmission control module;ACDelco;200;2493
2971;Ignition control module;ACDelco;50;2498
2972;Engine mount;DEA;50;2499
2973;Fuel tank filler neck;Dorman;50;2505
2974;Fuel injector;Bosch;100;2508
2975;Fuel injector;Bosch;100;2508
2976;Tie rod end;Mevotech;50;2511
2977;Engine control module;A1 Cardone;200;2518
2978;Engine control module;A1 Cardone;200;2518
2979;Wheel cylinder;Raybestos;50;2493
2980;Transmission shift cable;Pioneer Cables;50;2496
2981;Camshaft position sensor;Dorman;100;2507
2982;Ignition coil;Delphi;100;2514
2983;Water pump;Airtex;200;2498
2984;EGR valve;Standard Motor Products;50;2506
2985;Engine oil cooler;Dorman;75;2509
2986;Fuel injector;Bosch;100;2512
2987;Mass airflow sensor;Spectra Premium;150;2519
2988;Crankshaft position sensor;Beck/Arnley;50;2520
2989;EGR valve gasket;Fel-Pro;25;2523
2990;Control arm bushing;Dorman;25;2504
2991;Radiator fan assembly;TYC;100;2505
2992;Ignition switch;ACDelco;50;2510
2993;Fuel tank filler neck;Dorman;50;2514
2994;Fuel pump;Delphi;150;2516
2995;Wheel cylinder;Raybestos;50;2515
2996;Headlight bulb;Philips;25;2520
2997;Fuel tank;Spectra Premium;200;2521
2998;Thermostat;Stant;50;2525
2999;Blower motor;TYC;75;2507
3000;Brake fluid flush;Castrol;100;2508
3001;Exhaust hanger;Walker;25;2510
3002;Drive belt;Gates;25;2515
3003;Control arm bushing;Febi;50;2524
3004;Power steering hose;Gates;100;2525
3005;Serpentine belt;Gates;75;2529
3006;Spark plugs;NGK;25;2540
3007;Control arm bushing;Dorman;25;2535
3008;EGR valve gasket;Fel-Pro;25;2536
3009;Battery;AC Delco;350;2539
3010;Control arm;Dorman;50;2545
3011;Windshield wipers;Rain-X;50;2545
3012;Power steering pump;Cardone;150;2552
3013;Windshield wipers;Rain-X;50;2532
3014;PCV valve;Standard Motor Products;25;2532
3015;Control arm;Moog;75;2538
3016;Shock absorber;KYB;75;2543
3017;EGR valve;Standard Motor Products;50;2546
3018;Control arm;Moog;75;2550
3019;EGR valve gasket;Fel-Pro;25;2525
3020;Serpentine belt;Gates;75;2531
3021;Oil change;Mobil 1;150;2540
3022;Wheel lug nuts;Dorman;25;2554
3023;Fuel tank filler neck;Dorman;50;2562
3024;Catalytic converter;MagnaFlow;300;2564
3025;Alternator;Bosch;300;2533
3026;Fuel tank;Spectra Premium;200;2534
3027;Control arm bushing;Dorman;25;2546
3028;Ignition switch;Standard Motor Products;25;2550
3029;Camshaft position sensor;Dorman;100;2557
3030;Alternator;Bosch;300;2563
3031;Engine control module;A1 Cardone;200;2546
3032;Wheel lug nuts;Dorman;25;2548
3033;Transmission speed sensor;ACDelco;25;2554
3034;Control arm;Moog;75;2574
3035;Fuel filter;Wix;50;2575
3036;Brake pads;Brembo;200;2543
3037;Throttle body;Dorman;75;2560
3038;Axle shaft;A1 Cardone;100;2578
3039;Engine control module;A1 Cardone;200;2548
3040;Crankshaft position sensor;Beck/Arnley;50;2561
3041;Air filter;Fram;50;2571
3042;Brake rotor;Centric;100;2554
3043;Camshaft position sensor;Dorman;100;2559
3044;Brake pads;Brembo;200;2575
3045;PCV valve;Standard Motor Products;25;2580
3046;EGR valve gasket;Fel-Pro;25;2561
3047;Ignition control module;ACDelco;50;2564
3048;Exhaust hanger;Walker;25;2568
3049;Transmission fluid change;Valvoline;200;2575
3050;Tie rod end;Mevotech;50;2581
3051;Ball joint;Moog;50;2586
3052;Transmission filter;Fram;50;2594
3053;Oxygen sensor;Bosch;150;2563
3054;Ignition coil;Delphi;100;2589
3055;EGR valve;ACDelco;75;2589
3056;Ball joint;Moog;50;2593
3057;Fuel filter;Wix;50;2597
3058;Crankshaft position sensor;Beck/Arnley;50;2569
3059;Muffler;Walker;100;2573
3060;Brake rotor;Centric;100;2574
3061;Transmission filter;Fram;50;2580
3062;Transmission shift solenoid;Rostra;75;2582
3063;EGR valve;ACDelco;75;2588
3064;Fuel filter;Wix;50;2591
3065;Brake pads;Brembo;200;2592
3066;Transmission mount;Anchor;50;2603
3067;Transmission shift cable;Pioneer Cables;50;2579
3068;Catalytic converter;MagnaFlow;300;2579
3069;Muffler;Walker;100;2585
3070;Fuel tank;Spectra Premium;200;2586
3071;Wheel alignment;-;400;2592
3072;Transmission fluid cooler;Hayden;50;2601
3073;Engine mount;DEA;50;2581
3074;Ball joint;Moog;50;2581
3075;Engine oil cooler;Dorman;75;2584
3076;Ignition control module;ACDelco;50;2587
3077;Wheel lug nuts;Dorman;25;2600
3078;Mass airflow sensor;Spectra Premium;150;2584
3079;Oxygen sensor;Bosch;150;2585
3080;Brake pads;Brembo;200;2586
3081;Headlight bulb;Philips;25;2587
3082;Wheel alignment;-;400;2590
3083;Thermostat;Stant;50;2590
3084;EGR valve;ACDelco;75;2591
3085;Camshaft position sensor;Dorman;100;2590
3086;Fuel injector;Bosch;100;2598
3087;Tie rod end;Mevotech;50;2612
3088;Power steering hose;Gates;100;2612
3089;Transmission shift cable;Pioneer Cables;50;2618
3090;Fuel filter;Wix;50;2594
3091;Power steering pump;Cardone;150;2599
3092;Wheel bearing;SKF;50;2614
3093;Suspension strut;Monroe;200;2625
3094;Tie rod end;Mevotech;50;2626
3095;Clutch kit;Exedy;200;2626
3096;Fuel pressure regulator;Delphi;25;2600
3097;Control arm;Dorman;50;2617
3098;Thermostat;Stant;50;2625
3099;Power steering hose;Gates;100;2610
3100;Wheel lug nuts;Dorman;25;2637
3101;Radiator fan assembly;TYC;100;2608
3102;Exhaust manifold;Dorman;100;2624
3103;Exhaust hanger;Walker;25;2632
3104;Brake pads;Brembo;200;2633
3106;Fuel tank;Spectra Premium;200;2615
3106;Fuel tank;Spectra Premium;200;2615
3107;Headlight bulb;Philips;25;2621
3108;Transmission fluid cooler;Hayden;50;2629
3109;Power steering pump;Cardone;150;2641
3110;Ignition control module;ACDelco;50;2638
3111;Tie rod end;Mevotech;50;2641
3112;Fuel pump;Delphi;150;2625
3113;Transmission fluid change;Valvoline;200;2633
3114;Fuel tank filler neck;Dorman;50;2634
3115;Radiator fan assembly;TYC;100;2637
3116;Radiator;Denso;350;2644
3117;Mass airflow sensor;Spectra Premium;150;2647
3118;Radiator;Denso;350;2650
3119;Drive belt;Gates;25;2653
3120;Camshaft position sensor;Dorman;100;2654
3121;Transmission shift cable;Pioneer Cables;50;2636
3122;Battery;AC Delco;350;2648
3123;Fuel filter;Wix;50;2658
3124;Water pump;Airtex;200;2662
3125;Exhaust manifold;Dorman;100;2638
3126;Wheel cylinder;Raybestos;50;2652
3127;Wheel alignment;-;400;2652
3128;Wheel bearing;SKF;50;2643
3129;Ignition switch;Standard Motor Products;25;2645
3130;EGR valve;ACDelco;75;2648
3131;Battery;AC Delco;350;2649
3132;Catalytic converter;MagnaFlow;300;2663
3133;Oxygen sensor;Bosch;150;2645
3134;Brake caliper;Cardone;50;2653
3135;Transmission shift cable;Pioneer Cables;50;2655
3136;Radiator fan assembly;TYC;100;2662
3137;Muffler;Walker;100;2669
3138;Blower motor;TYC;75;2672
3139;Control arm bushing;Febi;50;2673
3140;Windshield wipers;Rain-X;50;2682
3141;Fuel tank filler neck;Dorman;50;2649
3142;Exhaust hanger;Walker;25;2650
3143;CV joint;GSP;100;2656
3144;Headlight assembly;TYC;100;2657
3145;Drive belt;Gates;25;2668
3146;Power steering pump;Cardone;150;2671
3147;EGR valve gasket;Fel-Pro;25;2677
3148;EGR valve;Standard Motor Products;50;2680
3149;Exhaust hanger;Walker;25;2686
3150;Ignition switch;Standard Motor Products;25;2655
3151;Engine oil cooler;Dorman;75;2660
3152;Catalytic converter;MagnaFlow;300;2674
3153;Radiator;Denso;350;2681
3154;Oxygen sensor;Bosch;150;2660
3155;Transmission mount;Anchor;50;2663
3156;Headlight assembly;TYC;100;2689
3157;Serpentine belt;Gates;75;2691
3158;Muffler;Walker;100;2692
3159;Windshield wipers;Rain-X;50;2667
3160;Transmission fluid cooler;Hayden;50;2676
3161;Wheel lug nuts;Dorman;25;2676
3162;Ignition switch;ACDelco;50;2678
3163;Tire rotation;-;100;2678
3164;Brake pads;Brembo;200;2686
3165;Transmission mount;Anchor;50;2688
3166;Tie rod end;Mevotech;50;2695
3167;Alternator;Bosch;300;2701
3168;Axle shaft;A1 Cardone;100;2667
3169;Control arm;Moog;75;2669
3170;Exhaust hanger;Walker;25;2684
3171;Brake rotor;Centric;100;2684
3172;Ignition control module;ACDelco;50;2688
3173;Wheel hub assembly;Timken;200;2691
3174;Fuel injector;Bosch;100;2694
3175;Control arm bushing;Febi;50;2696
3176;Transmission filter;Fram;50;2703
3177;Fuel filter;Wix;50;2675
3178;Headlight assembly;TYC;100;2679
3179;Ignition switch;ACDelco;50;2698
3180;Fuel pump;Delphi;150;2713
3181;Wheel bearing;SKF;50;2716
3182;Transmission fluid cooler;Hayden;50;2684
3183;Camshaft position sensor;Dorman;100;2687
3184;Suspension strut;Monroe;200;2688
3185;Brake pads;Brembo;200;2689
3186;Clutch kit;Exedy;200;2695
3187;Fuel injector;Bosch;100;2697
3188;MAP sensor;Standard Motor Products;50;2702
3189;Fuel tank filler neck;Dorman;50;2702
3190;EGR valve;ACDelco;75;2711
3191;Power steering hose;Gates;100;2715
3192;Ignition switch;Standard Motor Products;25;2717
3193;Battery;AC Delco;350;2718
3194;Throttle body;Dorman;75;2693
3195;Transmission shift cable;Pioneer Cables;50;2695
3196;Suspension strut;Monroe;200;2703
3197;Wheel hub assembly;Timken;200;2697
3198;Ignition switch;Standard Motor Products;25;2709
3199;Mass airflow sensor;Spectra Premium;150;2710
3200;Transmission fluid cooler;Hayden;50;2712
3201;Power steering pump;Cardone;150;2718
3202;Ball joint;Moog;50;2719
3203;Engine mount;DEA;50;2720
3204;MAP sensor;Standard Motor Products;50;2720
3205;Alternator;Bosch;300;2722
3206;Brake pads;Brembo;200;2722
3207;Water pump;Airtex;200;2723
3208;Tie rod end;Mevotech;50;2731
3209;Control arm;Moog;150;2699
3210;Brake fluid flush;Castrol;100;2701
3211;Camshaft position sensor;Dorman;100;2708
3212;Fuel pump;Delphi;150;2713
3213;MAP sensor;Standard Motor Products;50;2715
3214;Fuel tank filler neck;Dorman;50;2733
3215;CV joint;GSP;100;2716
3216;Transmission shift solenoid;Rostra;75;2719
3217;Brake fluid flush;Castrol;100;2721
3218;Blower motor;TYC;75;2726
3219;Wheel lug nuts;Dorman;25;2732
3220;Drive belt;Gates;25;2734
3221;Ignition switch;ACDelco;50;2717
3222;Control arm;Moog;150;2719
3223;Brake fluid flush;Castrol;100;2725
3224;Water pump;Airtex;200;2735
3225;Wheel hub assembly;Timken;200;2741
3226;Radiator;Denso;350;2721
3227;Windshield wipers;Rain-X;50;2728
3228;EGR valve gasket;Fel-Pro;25;2731
3229;Exhaust manifold;Dorman;100;2737
3230;Mass airflow sensor;Spectra Premium;150;2744
3231;EGR valve gasket;Fel-Pro;25;2747
3232;Windshield wipers;Rain-X;50;2750
3233;Brake fluid flush;Castrol;100;2732
3234;Mass airflow sensor;Spectra Premium;150;2737
3235;Ignition control module;ACDelco;50;2743
3236;Brake caliper;Cardone;50;2750
3237;Ignition switch;Standard Motor Products;25;2724
3238;Transmission control module;ACDelco;200;2739
3239;Suspension strut;Monroe;200;2745
3240;Transmission control module;ACDelco;200;2745
3241;Blower motor;TYC;75;2756
3242;Exhaust hanger;Walker;25;2757
3243;Fuel pressure regulator;Delphi;25;2737
3244;Brake caliper;Cardone;50;2735
3245;Wheel lug nuts;Dorman;25;2738
3246;Mass airflow sensor;Spectra Premium;150;2755
3247;Axle shaft;A1 Cardone;100;2767
3248;Axle shaft;A1 Cardone;100;2748
3249;Spark plugs;NGK;25;2749
3250;Control arm bushing;Dorman;25;2750
3251;Water pump;Airtex;200;2755
3252;Thermostat;Stant;50;2759
3253;Headlight bulb;Philips;25;2767
3254;Control arm;Dorman;50;2771
3255;Wheel alignment;-;400;2771
3256;EGR valve gasket;Fel-Pro;25;2742
3257;Transmission shift solenoid;Rostra;75;2743
3258;Brake pads;Brembo;200;2758
3259;Blower motor;TYC;75;2761
3260;Blower motor;TYC;75;2767
3261;Headlight assembly;TYC;100;2769
3262;Exhaust hanger;Walker;25;2749
3263;Air filter;Fram;50;2760
3264;EGR valve;ACDelco;75;2765
3265;Tire rotation;-;100;2766
3266;Transmission fluid change;Valvoline;200;2768
3267;Transmission mount;Westar;25;2770
3268;Headlight bulb;Philips;25;2772
3269;Clutch kit;Exedy;200;2777
3270;Transmission speed sensor;ACDelco;25;2781
3271;Fuel pump;Delphi;150;2751
3272;Ignition control module;ACDelco;50;2756
3273;Wheel hub assembly;Timken;200;2758
3274;Suspension strut;Monroe;200;2762
3275;Ignition switch;Standard Motor Products;25;2764
3276;Fuel filter;Wix;50;2766
3277;Engine oil cooler;Dorman;75;2768
3278;MAP sensor;Standard Motor Products;50;2786
3279;Mass airflow sensor;Spectra Premium;150;2788
3280;Ignition switch;ACDelco;50;2761
3281;Fuel pump;Delphi;150;2764
3282;Headlight bulb;Philips;25;2794
3283;Exhaust manifold;Dorman;100;2763
3284;Fuel injector;Bosch;100;2774
3285;Brake fluid flush;Castrol;100;2775
3286;Crankshaft position sensor;Beck/Arnley;50;2778
3287;Power steering pump;Cardone;150;2782
3288;Control arm;Dorman;50;2792
3289;Windshield wipers;Rain-X;50;2793
3290;Water pump;Airtex;200;2773
3291;Control arm;Moog;150;2785
3292;EGR valve gasket;Fel-Pro;25;2787
3293;Serpentine belt;Gates;75;2792
3294;Oxygen sensor;Bosch;150;2802
3295;Spark plugs;NGK;25;2802
3296;Control arm;Moog;75;2805
3297;Control arm bushing;Febi;50;2772
3298;EGR valve;ACDelco;75;2775
3299;Radiator fan assembly;TYC;100;2788
3300;Camshaft position sensor;Dorman;100;2796
3301;Brake master cylinder;Centric;100;2811
3302;Control arm;Moog;75;2780
3303;Headlight assembly;TYC;100;2783
3304;Transmission mount;Westar;25;2791
3305;Exhaust hanger;Walker;25;2795
3306;Suspension strut;Monroe;200;2799
3307;Blower motor;TYC;75;2800
3308;Brake caliper;Cardone;50;2810
3309;EGR valve gasket;Fel-Pro;25;2811
3310;Tie rod end;Mevotech;50;2813
3311;Control arm bushing;Dorman;25;2784
3312;Headlight assembly;TYC;100;2788
3313;EGR valve gasket;Fel-Pro;25;2798
3314;Headlight assembly;TYC;100;2807
3315;Control arm;Dorman;50;2807
3316;Suspension strut;Monroe;200;2818
3317;EGR valve gasket;Fel-Pro;25;2820
3318;Exhaust manifold;Dorman;100;2801
3319;Transmission filter;Fram;50;2818
3320;Power steering hose;Gates;100;2795
3321;Battery;AC Delco;350;2795
3322;Transmission filter;Fram;50;2801
3323;Headlight assembly;TYC;100;2809
3324;Transmission filter;Fram;50;2814
3325;Radiator;Denso;350;2816
3326;Transmission speed sensor;ACDelco;25;2818
3327;Brake fluid flush;Castrol;100;2800
3328;Control arm;Moog;75;2808
3329;Water pump;Airtex;200;2814
3330;Muffler;Walker;100;2831
3331;Crankshaft position sensor;Beck/Arnley;50;2836
3332;Thermostat;Stant;50;2804
3333;Engine mount;DEA;50;2812
3334;Axle shaft;A1 Cardone;100;2812
3335;Control arm;Moog;75;2815
3336;Power steering hose;Gates;100;2817
3337;Brake pads;Brembo;200;2824
3338;Exhaust manifold;Dorman;100;2828
3339;Battery;AC Delco;350;2828
3340;Fuel tank;Spectra Premium;200;2829
3341;EGR valve;ACDelco;75;2830
3342;Wheel bearing;SKF;50;2843
3343;Transmission speed sensor;ACDelco;25;2815
3344;Throttle body;Dorman;75;2821
3345;Blower motor;TYC;75;2826
3346;Blower motor;TYC;75;2834
3347;Battery;AC Delco;350;2845
3348;Fuel injector;Bosch;100;2813
3349;Oil change;Mobil 1;150;2815
3350;Fuel tank;Spectra Premium;200;2824
3351;Windshield wipers;Rain-X;50;2831
3352;Transmission shift cable;Pioneer Cables;50;2836
3353;EGR valve;ACDelco;75;2848
3354;Engine oil cooler;Dorman;75;2823
3355;Wheel cylinder;Raybestos;50;2825
3356;Mass airflow sensor;Spectra Premium;150;2833
3357;Transmission shift solenoid;Rostra;75;2840
3358;Control arm;Dorman;50;2847
3359;PCV valve;Standard Motor Products;25;2852
3360;Axle shaft;A1 Cardone;100;2852
3361;Wheel bearing;SKF;50;2857
3362;Transmission mount;Anchor;50;2823
3363;Ignition coil;Delphi;100;2847
3364;Catalytic converter;MagnaFlow;300;2849
3365;Brake rotor;Centric;100;2854
3366;Spark plugs;NGK;25;2860
3367;MAP sensor;Standard Motor Products;50;2836
3368;Wheel bearing;SKF;50;2857
3369;Wheel hub assembly;Timken;200;2867
3373;Brake fluid flush;Castrol;100;2839
3371;MAP sensor;Standard Motor Products;50;2837
3372;Headlight bulb;Philips;25;2838
3373;Brake fluid flush;Castrol;100;2839
3374;Tie rod end;Mevotech;50;2849
3375;Transmission fluid change;Valvoline;200;2838
3376;Shock absorber;KYB;75;2840
3377;Serpentine belt;Gates;75;2854
3378;Power steering hose;Gates;100;2848
3379;Ignition coil;Delphi;100;2850
3380;Camshaft position sensor;Dorman;100;2858
3381;Transmission fluid cooler;Hayden;50;2854
3382;Thermostat;Stant;50;2858
3383;Serpentine belt;Gates;75;2859
3384;Engine mount;DEA;50;2863
3385;Transmission control module;ACDelco;200;2871
3386;Fuel pressure regulator;Delphi;25;2876
3387;Wheel bearing;SKF;50;2877
3388;Transmission speed sensor;ACDelco;25;2881
3389;Transmission mount;Westar;25;2862
3390;Air filter;Fram;50;2877
3391;Alternator;Bosch;300;2880
3392;Fuel pressure regulator;Delphi;25;2882
3393;Brake fluid flush;Castrol;100;2883
3394;Shock absorber;KYB;75;2884
3395;Engine mount;DEA;50;2864
3396;Radiator;Denso;350;2873
3397;Power steering hose;Gates;100;2879
3398;Power steering pump;Cardone;150;2883
3399;Brake master cylinder;Centric;100;2895
3400;Control arm;Dorman;50;2874
3401;Water pump;Airtex;200;2898
3402;Fuel tank filler neck;Dorman;50;2869
3403;Ignition coil;Delphi;100;2876
3404;PCV valve;Standard Motor Products;25;2879
3405;Exhaust hanger;Walker;25;2880
3406;Brake fluid flush;Castrol;100;2888
3407;Wheel cylinder;Raybestos;50;2889
3408;Muffler;Walker;100;2899
3409;Fuel tank filler neck;Dorman;50;2901
3410;Control arm bushing;Dorman;25;2907
3411;Brake pads;Brembo;200;2880
3412;Mass airflow sensor;Spectra Premium;150;2881
3413;Shock absorber;KYB;75;2884
3414;EGR valve gasket;Fel-Pro;25;2894
3415;Transmission filter;Fram;50;2902
3416;Radiator;Denso;350;2905
3417;Control arm bushing;Febi;50;2912
3418;Throttle body;Dorman;75;2888
3419;Ignition switch;ACDelco;50;2888
3420;Fuel injector;Bosch;100;2898
3421;Mass airflow sensor;Spectra Premium;150;2906
3422;Throttle body;Dorman;75;2908
3423;Ignition switch;ACDelco;50;2908
3424;Transmission control module;ACDelco;200;2909
3425;MAP sensor;Standard Motor Products;50;2891
3426;Brake rotor;Centric;100;2894
3427;MAP sensor;Standard Motor Products;50;2895
3428;Blower motor;TYC;75;2897
3429;Catalytic converter;MagnaFlow;300;2917
3430;Ignition coil;Bosch;50;2918
3431;Transmission control module;ACDelco;200;2890
3432;Transmission mount;Anchor;50;2891
3433;Wheel bearing;SKF;50;2905
3434;Crankshaft position sensor;Beck/Arnley;50;2906
3435;Fuel filter;Wix;50;2916
3436;Camshaft position sensor;Dorman;100;2895
3437;Brake rotor;Centric;100;2900
3438;Brake caliper;Cardone;50;2907
3439;Power steering hose;Gates;100;2911
3440;Wheel hub assembly;Timken;200;2912
3441;PCV valve;Standard Motor Products;25;2912
3442;PCV valve;Standard Motor Products;25;2915
3443;Control arm;Moog;150;2922
3444;Power steering pump;Cardone;150;2922
3445;Transmission shift solenoid;Rostra;75;2924
3446;Muffler;Walker;100;2931
3447;Wheel bearing;SKF;50;2897
3448;Transmission mount;Anchor;50;2920
3449;Wheel hub assembly;Timken;200;2924
3450;Tie rod end;Mevotech;50;2927
3451;Ignition control module;ACDelco;50;2933
3452;Transmission mount;Anchor;50;2913
3453;Wheel lug nuts;Dorman;25;2919
3454;Throttle body;Dorman;75;2923
3455;Brake pads;Brembo;200;2923
3456;Transmission speed sensor;ACDelco;25;2934
3457;Transmission fluid cooler;Hayden;50;2938
3458;Fuel pump;Delphi;150;2915
3459;Tie rod end;Mevotech;50;2917
3460;Radiator;Denso;350;2920
3461;Thermostat;Stant;50;2929
3462;Engine control module;A1 Cardone;200;2940
3463;Ignition coil;Delphi;100;2941
3464;Power steering hose;Gates;100;2942
3465;Battery;AC Delco;350;2920
